timestamp,datetime,open,high,low,close,volume_btc,volume_usd
1578225600,2020-01-05 12:00:00,7146.27,7179.43,7029.85,7063.01,1929.4859,13627980.52
1578229200,2020-01-05 13:00:00,7063.01,7229.12,7008.38,7174.49,2969.3673,21303700.18
1578232800,2020-01-05 14:00:00,7174.49,7187.05,6965.06,6977.61,968.4449,6757433.08
1578236400,2020-01-05 15:00:00,6977.61,7062.74,6956.77,7041.9,2521.1772,17753883.96
1578240000,2020-01-05 16:00:00,7041.9,7078.98,6994.1,7031.18,2829.3147,19893409.48
1578243600,2020-01-05 17:00:00,7031.18,7054.48,6890.19,6913.5,1851.9724,12803607.93
1578247200,2020-01-05 18:00:00,6913.5,7118.36,6894.85,7099.71,1525.7114,10832101.44
1578250800,2020-01-05 19:00:00,7099.71,7120.77,7061.7,7082.76,1319.9171,9348661.43
1578254400,2020-01-05 20:00:00,7082.76,7287.79,7008.48,7213.5,2319.8898,16734526.96
1578258000,2020-01-05 21:00:00,7213.5,7232.52,7011.02,7030.04,946.4475,6653564.34
1578261600,2020-01-05 22:00:00,7030.04,7037.39,7023.06,7030.4,1293.4469,9093454.03
1578265200,2020-01-05 23:00:00,7030.4,7080.02,7011.17,7060.79,1227.8148,8669344.43
1578268800,2020-01-06 00:00:00,7060.79,7093.34,6984.56,7017.11,2631.9762,18468872.08
1578272400,2020-01-06 01:00:00,7017.11,7171.26,6999.42,7153.56,2270.4834,16242045.71
1578276000,2020-01-06 02:00:00,7153.56,7167.37,7031.89,7045.69,1893.5629,13341455.28
1578279600,2020-01-06 03:00:00,7045.69,7089.56,6956.41,7000.28,904.8095,6333921.43
1578283200,2020-01-06 04:00:00,7000.28,7185.84,6991.34,7176.91,3086.6997,22152954.06
1578286800,2020-01-06 05:00:00,7176.91,7198.49,6975.83,6997.41,2950.0613,20642800.75
1578290400,2020-01-06 06:00:00,6997.41,7156.21,6943.55,7102.35,1534.5069,10898606.21
1578294000,2020-01-06 07:00:00,7102.35,7195.97,6990.3,7083.91,2077.1335,14714233.32
1578297600,2020-01-06 08:00:00,7083.91,7156.92,7038.56,7111.56,1786.3573,12703793.94
1578301200,2020-01-06 09:00:00,7111.56,7159.22,6892.86,6940.52,1838.859,12762631.03
1578304800,2020-01-06 10:00:00,6940.52,7196.26,6916.76,7172.5,1943.7425,13941500.85
1578308400,2020-01-06 11:00:00,7172.5,7188.73,7055.84,7072.06,2036.4428,14401846.59
1578312000,2020-01-06 12:00:00,7072.06,7098.34,7042.73,7069.01,2077.4022,14685186.94
1578315600,2020-01-06 13:00:00,7069.01,7080.44,6947.03,6958.46,1424.2763,9910771.27
1578319200,2020-01-06 14:00:00,6958.46,7179.48,6951.02,7172.05,2335.3722,16749400.2
1578322800,2020-01-06 15:00:00,7172.05,7197.52,6938.46,6963.94,2769.5094,19286702.61
1578326400,2020-01-06 16:00:00,6963.94,6964.07,6906.34,6906.47,2043.6407,14114348.74
1578330000,2020-01-06 17:00:00,6906.47,7103.22,6905.16,7101.91,2398.0376,17030641.83
1578333600,2020-01-06 18:00:00,7101.91,7152.23,7032.8,7083.12,1794.0729,12707634.13
1578337200,2020-01-06 19:00:00,7083.12,7211.37,7043.31,7171.56,3322.3757,23826614.0
1578340800,2020-01-06 20:00:00,7171.56,7175.47,6867.95,6871.86,3296.0221,22649803.04
1578344400,2020-01-06 21:00:00,6871.86,7138.22,6847.82,7114.19,3351.303,23841800.96
1578348000,2020-01-06 22:00:00,7114.19,7167.13,6909.46,6962.41,814.7588,5672682.79
1578351600,2020-01-06 23:00:00,6962.41,7092.62,6920.35,7050.56,2338.4067,16487077.24
1578355200,2020-01-07 00:00:00,7050.56,7054.45,7044.8,7048.7,2665.4139,18787692.85
1578358800,2020-01-07 01:00:00,7048.7,7074.78,7001.6,7027.68,943.8927,6633376.97
1578362400,2020-01-07 02:00:00,7027.68,7103.33,6904.49,6980.13,677.413,4728432.82
1578366000,2020-01-07 03:00:00,6980.13,7022.62,6879.6,6922.08,2796.0223,19354303.47
1578369600,2020-01-07 04:00:00,6922.08,7140.9,6892.76,7111.58,3717.642,26438297.35
1578373200,2020-01-07 05:00:00,7111.58,7128.82,7009.75,7026.99,2589.9443,18199523.43
1578376800,2020-01-07 06:00:00,7026.99,7078.81,6910.07,6961.88,2612.7608,18189726.66
1578380400,2020-01-07 07:00:00,6961.88,7114.83,6857.22,7010.17,1833.9163,12856067.07
1578384000,2020-01-07 08:00:00,7010.17,7056.9,6911.6,6958.32,1055.4799,7344371.12
1578387600,2020-01-07 09:00:00,6958.32,7010.05,6866.02,6917.75,1071.3181,7411112.14
1578391200,2020-01-07 10:00:00,6917.75,7022.28,6888.81,6993.34,633.5895,4430907.5
1578394800,2020-01-07 11:00:00,6993.34,7198.92,6959.07,7164.64,2481.5941,17779737.72
1578398400,2020-01-07 12:00:00,7164.64,7233.79,6908.39,6977.54,1886.1912,13160978.85
1578402000,2020-01-07 13:00:00,6977.54,7022.89,6958.91,7004.26,1398.7904,9797494.59
1578405600,2020-01-07 14:00:00,7004.26,7008.92,6907.4,6912.05,3078.9415,21281805.26
1578409200,2020-01-07 15:00:00,6912.05,7059.38,6896.85,7044.18,1629.0964,11475642.91
1578412800,2020-01-07 16:00:00,7044.18,7106.28,6793.49,6855.6,1944.7128,13332164.9
1578416400,2020-01-07 17:00:00,6855.6,7015.18,6815.21,6974.8,3660.2489,25529502.8
1578420000,2020-01-07 18:00:00,6974.8,7146.41,6922.35,7093.96,3764.5392,26705483.38
1578423600,2020-01-07 19:00:00,7093.96,7180.02,7065.14,7151.2,4980.0769,35613533.17
1578427200,2020-01-07 20:00:00,7151.2,7225.15,6932.09,7006.03,862.6066,6043448.42
1578430800,2020-01-07 21:00:00,7006.03,7047.92,6952.39,6994.28,1444.8911,10105968.05
1578434400,2020-01-07 22:00:00,6994.28,7075.94,6973.48,7055.14,1190.087,8396231.97
1578438000,2020-01-07 23:00:00,7055.14,7124.23,6961.94,7031.04,701.9837,4935674.51
1578441600,2020-01-08 00:00:00,7031.04,7117.87,6989.33,7076.17,2178.2312,15413524.38
1578445200,2020-01-08 01:00:00,7076.17,7113.27,6975.71,7012.81,1031.4804,7233577.01
1578448800,2020-01-08 02:00:00,7012.81,7017.13,6908.0,6912.32,588.3315,4066733.73
1578452400,2020-01-08 03:00:00,6912.32,7093.2,6841.61,7022.49,2706.1892,19004191.89
1578456000,2020-01-08 04:00:00,7022.49,7078.93,6864.07,6920.5,1666.6871,11534315.28
1578459600,2020-01-08 05:00:00,6920.5,6997.7,6786.21,6863.4,3219.3825,22095904.57
1578463200,2020-01-08 06:00:00,6863.4,6997.06,6814.73,6948.39,1151.3112,7999762.77
1578466800,2020-01-08 07:00:00,6948.39,6966.26,6889.89,6907.76,2052.4694,14177966.69
1578470400,2020-01-08 08:00:00,6907.76,7019.48,6874.04,6985.76,1971.8971,13775201.54
1578474000,2020-01-08 09:00:00,6985.76,7090.17,6983.0,7087.4,2814.7617,19949353.16
1578477600,2020-01-08 10:00:00,7087.4,7107.18,6872.73,6892.51,1753.6774,12087236.1
1578481200,2020-01-08 11:00:00,6892.51,7005.0,6881.98,6994.47,2453.5458,17161244.69
1578484800,2020-01-08 12:00:00,6994.47,7010.4,6861.42,6877.36,887.412,6103049.29
1578488400,2020-01-08 13:00:00,6877.36,6939.76,6836.91,6899.32,2285.0962,15765606.06
1578492000,2020-01-08 14:00:00,6899.32,7058.78,6897.74,7057.2,2489.1479,17566422.02
1578495600,2020-01-08 15:00:00,7057.2,7073.19,7013.89,7029.88,1360.9347,9567204.32
1578499200,2020-01-08 16:00:00,7029.88,7059.61,7003.35,7033.08,1370.6506,9639897.67
1578502800,2020-01-08 17:00:00,7033.08,7074.33,6897.15,6938.4,2434.8527,16893982.85
1578506400,2020-01-08 18:00:00,6938.4,6968.22,6865.15,6894.97,1570.0625,10825530.94
1578510000,2020-01-08 19:00:00,6894.97,6907.76,6857.26,6870.05,2333.7822,16033196.26
1578513600,2020-01-08 20:00:00,6870.05,7095.13,6848.01,7073.09,2744.4656,19411856.8
1578517200,2020-01-08 21:00:00,7073.09,7154.36,6947.96,7029.23,2772.7923,19490588.48
1578520800,2020-01-08 22:00:00,7029.23,7101.49,6836.56,6908.82,1352.4917,9344118.27
1578524400,2020-01-08 23:00:00,6908.82,7055.92,6881.4,7028.5,2210.2638,15534838.85
1578528000,2020-01-09 00:00:00,7028.5,7037.39,6954.66,6963.55,1741.9305,12130014.15
1578531600,2020-01-09 01:00:00,6963.55,6986.49,6852.69,6875.64,2129.9347,14644659.74
1578535200,2020-01-09 02:00:00,6875.64,7125.14,6808.79,7058.29,2192.9191,15478267.99
1578538800,2020-01-09 03:00:00,7058.29,7074.0,6820.56,6836.26,1913.7707,13083041.05
1578542400,2020-01-09 04:00:00,6836.26,7037.39,6824.17,7025.3,1250.9362,8788202.2
1578546000,2020-01-09 05:00:00,7025.3,7085.6,6945.86,7006.16,2022.3218,14168708.55
1578549600,2020-01-09 06:00:00,7006.16,7044.68,6937.42,6975.94,1371.3267,9566296.26
1578553200,2020-01-09 07:00:00,6975.94,6991.61,6815.24,6830.92,1114.681,7614291.83
1578556800,2020-01-09 08:00:00,6830.92,7108.79,6801.7,7079.57,1819.1351,12878697.76
1578560400,2020-01-09 09:00:00,7079.57,7100.87,6980.91,7002.21,2195.5394,15373617.46
1578564000,2020-01-09 10:00:00,7002.21,7060.85,6965.28,7023.92,706.4678,4962175.88
1578567600,2020-01-09 11:00:00,7023.92,7105.79,6981.71,7063.58,1425.8347,10071498.06
1578571200,2020-01-09 12:00:00,7063.58,7109.14,6820.08,6865.64,2530.641,17374482.19
1578574800,2020-01-09 13:00:00,6865.64,6970.97,6840.85,6946.18,1429.2894,9928096.13
1578578400,2020-01-09 14:00:00,6946.18,6951.56,6776.94,6782.32,2975.7072,20182192.18
1578582000,2020-01-09 15:00:00,6782.32,6953.76,6772.36,6943.81,2715.5199,18856048.66
1578585600,2020-01-09 16:00:00,6943.81,6951.06,6832.25,6839.5,1075.2476,7354158.3
1578589200,2020-01-09 17:00:00,6839.5,6863.63,6811.21,6835.34,1218.595,8329507.34
1578592800,2020-01-09 18:00:00,6835.34,6907.46,6794.66,6866.79,1057.0806,7258749.13
1578596400,2020-01-09 19:00:00,6866.79,7055.41,6852.76,7041.38,903.5339,6362128.34
1578600000,2020-01-09 20:00:00,7041.38,7043.02,6899.07,6900.71,1241.8852,8569886.6
1578603600,2020-01-09 21:00:00,6900.71,6993.18,6885.99,6978.46,856.8234,5979306.94
1578607200,2020-01-09 22:00:00,6978.46,7057.59,6864.33,6943.46,2045.0487,14199720.25
1578610800,2020-01-09 23:00:00,6943.46,7022.35,6843.6,6922.48,726.6797,5030426.43
1578614400,2020-01-10 00:00:00,6922.48,7010.62,6896.24,6984.38,2401.5118,16773081.5
1578618000,2020-01-10 01:00:00,6984.38,7018.28,6894.45,6928.35,1127.7713,7813595.92
1578621600,2020-01-10 02:00:00,6928.35,6983.02,6919.85,6974.52,694.1629,4841453.29
1578625200,2020-01-10 03:00:00,6974.52,6997.83,6900.1,6923.41,2002.4202,13863581.82
1578628800,2020-01-10 04:00:00,6923.41,6933.84,6739.98,6750.41,1076.3413,7265742.29
1578632400,2020-01-10 05:00:00,6750.41,6981.02,6723.03,6953.64,1506.416,10475073.74
1578636000,2020-01-10 06:00:00,6953.64,7005.17,6804.6,6856.14,1632.1014,11189912.36
1578639600,2020-01-10 07:00:00,6856.14,6871.12,6843.8,6858.78,2298.0244,15761635.29
1578643200,2020-01-10 08:00:00,6858.78,7128.98,6773.84,7044.04,1049.5793,7393281.76
1578646800,2020-01-10 09:00:00,7044.04,7157.16,6754.8,6867.91,2613.7074,17950715.46
1578650400,2020-01-10 10:00:00,6867.91,6964.09,6843.59,6939.76,961.4289,6672089.52
1578654000,2020-01-10 11:00:00,6939.76,7038.28,6915.62,7014.14,2354.1902,16512608.77
1578657600,2020-01-10 12:00:00,7014.14,7181.84,6956.5,7124.2,2852.9284,20324829.11
1578661200,2020-01-10 13:00:00,7124.2,7157.66,6811.86,6845.32,2112.0411,14457602.64
1578664800,2020-01-10 14:00:00,6845.32,6901.57,6835.59,6891.84,1405.1972,9684397.02
1578668400,2020-01-10 15:00:00,6891.84,6918.62,6836.41,6863.19,1857.9681,12751583.11
1578672000,2020-01-10 16:00:00,6863.19,6899.99,6842.93,6879.72,1810.1457,12453304.55
1578675600,2020-01-10 17:00:00,6879.72,6882.67,6825.67,6828.61,1110.653,7584216.27
1578679200,2020-01-10 18:00:00,6828.61,6869.99,6755.3,6796.68,2811.9088,19111639.34
1578682800,2020-01-10 19:00:00,6796.68,6981.49,6786.26,6971.08,1359.552,9477540.73
1578686400,2020-01-10 20:00:00,6971.08,6994.73,6907.6,6931.25,1106.353,7668410.56
1578690000,2020-01-10 21:00:00,6931.25,7118.88,6885.5,7073.12,2699.9667,19097196.33
1578693600,2020-01-10 22:00:00,7073.12,7086.1,7005.48,7018.46,1474.0096,10345282.74
1578697200,2020-01-10 23:00:00,7018.46,7071.5,6720.3,6773.33,3418.4044,23153996.24
1578700800,2020-01-11 00:00:00,6773.33,6957.99,6765.76,6950.42,1851.1613,12866342.9
1578704400,2020-01-11 01:00:00,6950.42,6977.65,6813.18,6840.42,924.1212,6321374.46
1578708000,2020-01-11 02:00:00,6840.42,6867.94,6803.08,6830.61,2010.7627,13734731.04
1578711600,2020-01-11 03:00:00,6830.61,6957.42,6828.68,6955.49,2505.5254,17427152.65
1578715200,2020-01-11 04:00:00,6955.49,6991.25,6924.41,6960.16,837.5435,5829440.11
1578718800,2020-01-11 05:00:00,6960.16,7001.86,6800.69,6842.39,1250.748,8558101.84
1578722400,2020-01-11 06:00:00,6842.39,6886.24,6796.67,6840.52,821.4981,5619474.58
1578726000,2020-01-11 07:00:00,6840.52,6843.58,6814.73,6817.78,868.511,5921319.76
1578729600,2020-01-11 08:00:00,6817.78,6881.98,6793.53,6857.72,2202.2846,15102653.19
1578733200,2020-01-11 09:00:00,6857.72,6930.57,6851.27,6924.12,1808.5374,12522526.29
1578736800,2020-01-11 10:00:00,6924.12,6928.34,6760.76,6764.98,2053.2996,13890537.28
1578740400,2020-01-11 11:00:00,6764.98,6890.43,6759.46,6884.91,2073.9368,14278861.41
1578744000,2020-01-11 12:00:00,6884.91,6898.43,6861.96,6875.48,986.7786,6784579.33
1578747600,2020-01-11 13:00:00,6875.48,6903.98,6832.36,6860.86,2088.533,14329137.73
1578751200,2020-01-11 14:00:00,6860.86,6905.41,6730.92,6775.47,2220.8684,15047428.8
1578754800,2020-01-11 15:00:00,6775.47,6848.88,6758.72,6832.13,2812.5491,19215698.99
1578758400,2020-01-11 16:00:00,6832.13,6938.57,6789.1,6895.54,1814.5562,12512352.16
1578762000,2020-01-11 17:00:00,6895.54,7020.51,6830.67,6955.63,2575.2094,17912210.56
1578765600,2020-01-11 18:00:00,6955.63,7016.58,6741.06,6802.01,876.4822,5961843.7
1578769200,2020-01-11 19:00:00,6802.01,6864.33,6784.89,6847.2,1306.7788,8947773.82
1578772800,2020-01-11 20:00:00,6847.2,6882.89,6810.65,6846.35,2179.8315,14923884.66
1578776400,2020-01-11 21:00:00,6846.35,6946.6,6773.88,6874.13,1864.0756,12813890.8
1578780000,2020-01-11 22:00:00,6874.13,6906.95,6828.0,6860.82,2569.9875,17632224.76
1578783600,2020-01-11 23:00:00,6860.82,6896.07,6783.45,6818.71,2149.469,14656595.98
1578787200,2020-01-12 00:00:00,6818.71,6828.77,6734.89,6744.95,2997.5449,20218290.18
1578790800,2020-01-12 01:00:00,6744.95,6953.53,6730.07,6938.65,2151.8485,14930922.17
1578794400,2020-01-12 02:00:00,6938.65,6972.52,6709.01,6742.87,1428.1129,9629585.77
1578798000,2020-01-12 03:00:00,6742.87,6859.84,6739.35,6856.31,790.3941,5419187.52
1578801600,2020-01-12 04:00:00,6856.31,6874.16,6789.45,6807.31,1560.5731,10623297.19
1578805200,2020-01-12 05:00:00,6807.31,6936.23,6801.3,6930.22,3383.8457,23450810.31
1578808800,2020-01-12 06:00:00,6930.22,6945.0,6775.13,6789.9,748.2934,5080838.32
1578812400,2020-01-12 07:00:00,6789.9,6951.41,6737.88,6899.4,706.7706,4876290.25
1578816000,2020-01-12 08:00:00,6899.4,7022.48,6885.12,7008.2,1160.9284,8136022.68
1578819600,2020-01-12 09:00:00,7008.2,7131.84,7000.59,7124.22,1932.6199,13768417.8
1578823200,2020-01-12 10:00:00,7124.22,7151.45,6884.03,6911.26,1390.1249,9607517.56
1578826800,2020-01-12 11:00:00,6911.26,6922.69,6862.67,6874.09,3228.5049,22193034.38
1578830400,2020-01-12 12:00:00,6874.09,6892.26,6845.57,6863.74,854.2561,5863388.3
1578834000,2020-01-12 13:00:00,6863.74,6879.29,6861.22,6876.77,1816.4467,12491284.54
1578837600,2020-01-12 14:00:00,6876.77,6948.77,6713.56,6785.56,1251.5106,8492202.42
1578841200,2020-01-12 15:00:00,6785.56,6985.36,6771.88,6971.68,1435.7311,10009454.58
